image,cell_id,source,cy,cx,area_px,circularity,eccentricity,solidity
HET_1,2048,supp,1202.9,1345.3,115,0.477,0.621,0.689
HET_1,2049,supp,1219.6,1410.7,136,0.470,0.947,0.777
HET_1,2050,supp,1228.6,1261.9,257,0.270,0.905,0.581
HET_1,2051,supp,1244.8,1801.1,554,0.135,0.844,0.397
HET_1,2052,supp,1259.7,265.8,489,0.172,0.437,0.378
HET_1,2053,supp,1254.5,978.2,127,0.255,0.957,0.457
HET_1,2054,supp,1263.3,325.8,170,0.262,0.976,0.517
HET_1,2055,supp,1256.0,542.3,105,0.769,0.701,0.847
HET_1,2056,supp,1259.3,864.6,125,0.453,0.964,0.740
HET_1,2057,supp,1254.2,1048.3,120,0.552,0.908,0.800
HET_1,2058,supp,1264.2,485.5,80,0.468,0.977,0.777
HET_1,2059,supp,1267.9,183.7,111,0.434,0.980,0.810
HET_1,2060,supp,1261.5,359.7,116,0.343,0.991,0.739
HET_1,2061,supp,1283.7,2997.5,370,0.154,0.897,0.394
HET_1,2062,supp,1290.0,1281.8,2654,0.047,0.833,0.472
HET_1,2063,supp,1267.8,1020.5,100,0.570,0.714,0.699
HET_1,2064,supp,1279.5,1536.3,134,0.177,0.996,0.511
HET_1,2065,supp,1301.5,738.9,484,0.133,0.911,0.396
HET_1,2066,supp,1281.9,2901.5,92,0.943,0.617,0.911
HET_1,2067,supp,1304.7,1779.2,38,0.481,0.973,0.613
HET_1,2068,supp,1298.0,2036.0,104,0.253,0.529,0.371
HET_1,2069,supp,1312.3,3081.2,506,0.236,0.925,0.605
HET_1,2070,supp,1306.7,2428.8,182,0.199,0.883,0.383
HET_1,2071,supp,1304.3,1058.7,239,0.590,0.828,0.786
HET_1,2072,supp,1327.0,780.4,500,0.149,0.968,0.389
HET_1,2073,supp,1313.4,65.8,314,0.167,0.967,0.492
HET_1,2074,supp,1311.6,1090.7,609,0.232,0.954,0.546
HET_1,2075,supp,1308.5,1652.9,300,0.263,0.951,0.567
HET_1,2076,supp,1313.6,2647.8,283,0.166,0.945,0.532
HET_1,2077,supp,1315.8,2181.2,98,0.534,0.956,0.790
HET_1,2078,supp,1343.3,238.4,1001,0.138,0.757,0.477
HET_1,2079,supp,1342.8,1121.2,126,0.315,0.977,0.689
HET_1,2080,supp,1332.3,2375.6,111,0.557,0.890,0.799
HET_1,2081,supp,1360.4,1191.3,933,0.102,0.915,0.411
HET_1,2082,supp,1340.1,2668.8,160,0.432,0.503,0.812
HET_1,2083,supp,1349.0,2734.4,112,0.476,0.971,0.789
HET_1,2084,supp,1348.7,2128.8,101,0.477,0.843,0.639
HET_1,2085,supp,1360.6,2476.2,106,0.276,0.974,0.455
HET_1,2086,supp,1366.3,419.8,142,0.312,0.966,0.597
HET_1,2087,supp,1365.9,2606.7,124,0.481,0.905,0.697
HET_1,2088,supp,1385.0,2657.9,281,0.306,0.881,0.506
HET_1,2089,supp,1383.4,1058.4,334,0.156,0.774,0.411
HET_1,2090,supp,1417.9,2193.7,1157,0.064,0.625,0.275
HET_1,2091,supp,1395.3,75.2,212,0.245,0.982,0.538
HET_1,2092,supp,1404.1,655.2,166,0.282,0.976,0.557
HET_1,2093,supp,1399.6,1432.1,107,0.418,0.940,0.690
HET_1,2094,supp,1421.3,29.1,463,0.146,0.988,0.454
HET_1,2095,supp,1407.6,196.8,93,0.354,0.845,0.608
HET_1,2096,supp,1404.7,2929.5,100,0.655,0.812,0.820
HET_1,2097,supp,1412.0,1132.8,77,0.607,0.753,0.631
HET_1,2098,supp,1423.2,1617.6,34,0.701,0.963,0.486
HET_1,2099,supp,1432.8,1668.1,62,0.616,0.951,0.795
HET_1,2100,supp,1424.5,1507.1,99,0.211,0.991,0.412
HET_1,2101,supp,1449.1,715.9,468,0.210,0.974,0.563
HET_1,2102,supp,1445.2,2395.5,144,0.322,0.985,0.706
HET_1,2103,supp,1439.4,2476.6,84,0.491,0.875,0.706
HET_1,2104,supp,1441.9,1050.7,135,0.332,0.980,0.734
HET_1,2105,supp,1448.4,2055.9,110,0.373,0.914,0.608
HET_1,2106,supp,1468.7,562.2,379,0.111,0.963,0.256
HET_1,2107,supp,1475.8,839.4,404,0.185,0.926,0.499
HET_1,2108,supp,1467.6,1531.4,406,0.145,0.831,0.519
HET_1,2109,supp,1473.6,1515.0,124,0.492,0.927,0.729
HET_1,2110,supp,1491.7,512.4,153,0.221,0.976,0.517
HET_1,2111,supp,1477.8,1733.6,67,0.651,0.903,0.798
HET_1,2112,supp,1501.3,2523.8,518,0.116,0.684,0.322
HET_1,2113,supp,1484.8,2808.2,90,0.277,0.877,0.402
HET_1,2114,supp,1489.4,2862.0,138,0.402,0.871,0.667
HET_1,2115,supp,1491.6,156.2,160,0.499,0.885,0.734
HET_1,2116,supp,1497.3,853.7,110,0.315,0.981,0.621
HET_1,2117,supp,1494.7,1301.4,205,0.397,0.948,0.712
HET_1,2118,supp,1503.8,419.1,431,0.197,0.674,0.468
HET_1,2119,supp,1508.4,1592.6,285,0.190,0.936,0.522
HET_1,2120,supp,1506.4,926.7,107,0.283,0.974,0.629
HET_1,2121,supp,1501.5,1661.3,99,0.497,0.810,0.744
HET_1,2122,supp,1512.8,2268.3,297,0.200,0.716,0.451
HET_1,2123,supp,1500.3,2737.8,81,0.457,0.952,0.681
HET_1,2124,supp,1517.5,1217.5,225,0.282,0.973,0.570
HET_1,2125,supp,1524.5,1651.4,425,0.204,0.935,0.576
HET_1,2126,supp,1542.0,1504.4,400,0.102,0.902,0.280
HET_1,2127,supp,1536.1,1138.2,141,0.540,0.932,0.806
HET_1,2128,supp,1544.1,2338.4,98,0.213,0.399,0.375
HET_1,2129,supp,1546.7,158.7,92,0.243,0.989,0.508
HET_1,2130,supp,1553.0,2836.5,90,0.520,0.963,0.709
HET_1,2131,supp,1551.0,1032.1,92,0.566,0.961,0.800
HET_1,2132,supp,1569.5,2879.5,91,0.484,0.982,0.641
HET_1,2133,supp,1583.9,2711.9,134,0.228,0.974,0.435
HET_1,2134,supp,1583.5,2400.7,292,0.290,0.891,0.534
HET_1,2135,supp,1589.3,599.2,150,0.317,0.922,0.566
HET_1,2136,supp,1586.9,2063.4,128,0.273,0.879,0.557
HET_1,2137,supp,1597.9,2743.6,258,0.208,0.876,0.548
HET_1,2138,supp,1606.6,1282.1,356,0.158,0.662,0.324
HET_1,2139,supp,1612.5,1935.2,325,0.176,0.981,0.505
HET_1,2140,supp,1595.6,885.9,134,0.616,0.871,0.817
HET_1,2141,supp,1622.3,2471.8,616,0.204,0.809,0.515
HET_1,2142,supp,1610.1,2990.4,414,0.125,0.920,0.300
HET_1,2143,supp,1623.9,386.9,518,0.136,0.677,0.390
HET_1,2144,supp,1634.1,1465.4,346,0.097,0.851,0.232
HET_1,2145,supp,1617.9,2197.4,269,0.221,0.712,0.470
HET_1,2146,supp,1607.9,98.8,114,0.453,0.949,0.691
HET_1,2147,supp,1647.1,173.0,818,0.135,0.805,0.415
HET_1,2148,supp,1633.4,2032.0,219,0.411,0.866,0.670
HET_1,2149,supp,1630.1,2767.0,106,0.449,0.885,0.721
HET_1,2150,supp,1640.2,2925.7,286,0.349,0.730,0.623
HET_1,2151,supp,1641.9,2591.1,108,0.354,0.951,0.624
HET_1,2152,supp,1653.8,2311.0,226,0.290,0.974,0.667
HET_1,2153,supp,1657.5,733.5,129,0.316,0.940,0.620
HET_1,2154,supp,1652.0,2322.2,82,0.506,0.901,0.732
HET_1,2155,supp,1672.8,1566.0,171,0.199,0.993,0.506
HET_1,2156,supp,1661.4,2914.2,88,0.592,0.925,0.800
HET_1,2157,supp,1690.2,627.3,816,0.083,0.968,0.254
HET_1,2158,supp,1675.5,2787.6,139,0.200,0.865,0.394
HET_1,2159,supp,1688.1,2711.5,271,0.243,0.970,0.546
HET_1,2160,supp,1682.9,1932.2,133,0.272,0.893,0.554
HET_1,2161,supp,1688.7,2973.2,416,0.197,0.896,0.416
HET_1,2162,supp,1702.5,1020.4,252,0.206,0.978,0.434
HET_1,2163,supp,1722.2,2478.8,479,0.085,0.974,0.308
HET_1,2164,supp,1725.6,1092.4,567,0.097,0.919,0.233
HET_1,2165,supp,1729.4,537.5,929,0.103,0.831,0.559
HET_1,2166,supp,1712.1,1748.6,82,0.436,0.970,0.689
HET_1,2167,supp,1729.9,1223.0,366,0.153,0.925,0.348
HET_1,2168,supp,1718.7,2087.8,130,0.269,0.920,0.516
HET_1,2169,supp,1733.5,627.5,137,0.237,0.988,0.517
HET_1,2170,supp,1721.9,946.2,101,0.409,0.930,0.660
HET_1,2171,supp,1725.9,2685.9,127,0.455,0.926,0.751
HET_1,2172,supp,1762.9,992.3,465,0.146,0.988,0.453
HET_1,2173,supp,1757.5,2723.6,334,0.248,0.963,0.600
HET_1,2174,supp,1757.6,349.6,151,0.498,0.674,0.795
HET_1,2175,supp,1769.0,1128.0,401,0.202,0.714,0.481
HET_1,2176,supp,1766.8,2915.0,112,0.283,0.857,0.493
HET_1,2177,supp,1791.5,1903.3,679,0.071,0.652,0.198
HET_1,2178,supp,1783.1,614.6,118,0.335,0.979,0.707
HET_1,2179,supp,1792.5,1206.0,89,0.425,0.869,0.610
HET_1,2180,supp,1795.9,1476.3,121,0.235,0.603,0.453
HET_1,2181,supp,1806.1,1063.2,204,0.342,0.927,0.694
HET_1,2182,supp,1801.9,2339.8,47,0.842,0.913,0.940
HET_1,2183,supp,1808.9,303.3,98,0.430,0.929,0.601
HET_1,2184,supp,1811.1,2409.7,131,0.316,0.920,0.615
HET_1,2185,supp,1821.6,1497.3,153,0.315,0.908,0.600
HET_1,2186,supp,1834.8,184.2,245,0.243,0.874,0.530
HET_1,2187,supp,1850.5,1614.1,259,0.157,0.988,0.407
HET_1,2188,supp,1852.0,2846.1,310,0.332,0.905,0.639
HET_1,2189,supp,1853.3,1744.0,122,0.395,0.927,0.682
HET_1,2190,supp,1857.6,855.4,127,0.430,0.950,0.734
HET_1,2191,supp,1853.6,2757.5,102,0.380,0.959,0.607
HET_1,2192,supp,1864.3,342.2,348,0.149,0.762,0.343
HET_1,2193,supp,1868.3,2636.9,99,0.240,0.988,0.401
HET_1,2194,supp,1890.4,266.3,699,0.163,0.754,0.457
HET_1,2195,supp,1876.6,1652.4,43,0.639,0.949,0.754
HET_1,2196,supp,1881.9,2484.4,94,0.395,0.978,0.648
HET_1,2197,supp,1890.4,1081.2,549,0.234,0.895,0.491
HET_1,2198,supp,1895.6,427.6,454,0.197,0.778,0.515
HET_1,2199,supp,1887.8,1899.2,205,0.194,0.984,0.511
HET_1,2200,supp,1893.0,1165.8,135,0.537,0.902,0.771
HET_1,2201,supp,1902.6,1679.1,260,0.426,0.904,0.739
HET_1,2202,supp,1908.0,2801.0,216,0.217,0.988,0.576
HET_1,2203,supp,1907.4,2359.2,526,0.217,0.648,0.551
HET_1,2204,supp,1907.6,885.7,282,0.334,0.787,0.605
HET_1,2205,supp,1907.6,1565.6,527,0.117,0.977,0.373
HET_1,2206,supp,1905.2,2482.2,129,0.244,0.932,0.457
HET_1,2207,supp,1924.3,1619.4,395,0.245,0.863,0.598
HET_1,2208,supp,1932.3,216.2,220,0.243,0.974,0.534
HET_1,2209,supp,1941.9,1878.7,227,0.156,0.995,0.519
HET_1,2210,supp,1947.1,1049.1,241,0.143,0.931,0.329
HET_1,2211,supp,1941.7,1350.5,112,0.384,0.938,0.644
HET_1,2212,supp,1938.4,2541.8,166,0.278,0.958,0.496
HET_1,2213,supp,1978.4,1345.4,673,0.087,0.800,0.318
HET_1,2214,supp,1957.3,2289.4,366,0.259,0.958,0.595
HET_1,2215,supp,1970.9,962.6,286,0.210,0.975,0.473
HET_1,2216,supp,1967.8,2199.4,170,0.233,0.841,0.515
HET_1,2217,supp,1969.5,2462.8,97,0.372,0.983,0.674
HET_1,2218,supp,1965.6,2105.9,91,0.367,0.978,0.679
HET_1,2219,supp,1980.8,688.3,311,0.224,0.843,0.496
HET_1,2220,supp,1976.2,2397.6,289,0.257,0.909,0.524
HET_1,2221,supp,1991.3,1766.1,343,0.186,0.693,0.442
HET_1,2222,supp,1977.7,2429.2,81,0.480,0.973,0.736
HET_1,2223,supp,1999.0,1536.0,925,0.111,0.474,0.490
HET_1,2224,supp,2015.8,2260.3,546,0.116,0.759,0.311
HET_1,2225,supp,2001.2,1156.3,430,0.136,0.943,0.465
HET_1,2226,supp,2019.7,1041.7,518,0.138,0.922,0.448
HET_1,2227,supp,2007.6,865.6,195,0.272,0.975,0.569
HET_1,2228,supp,2004.2,2198.7,159,0.403,0.886,0.723
HET_1,2229,supp,2002.5,2483.1,147,0.304,0.855,0.555
HET_1,2230,supp,2004.0,2847.3,96,0.510,0.921,0.733
HET_1,2231,supp,2033.8,1099.1,958,0.096,0.969,0.391
HET_1,2232,supp,2021.4,220.0,241,0.271,0.944,0.555
HET_1,2233,supp,2015.2,359.5,128,0.469,0.928,0.727
HET_1,2234,supp,2014.3,2119.5,98,0.295,0.932,0.452
HET_1,2235,supp,2045.8,1481.5,1457,0.065,0.617,0.349
HET_1,2236,supp,2046.3,2611.1,234,0.231,0.988,0.578
HET_1,2237,supp,2044.9,979.1,372,0.159,0.598,0.345
HET_1,2238,supp,2090.3,1389.4,2391,0.052,0.764,0.385
HET_1,2239,supp,2056.6,908.7,698,0.097,0.883,0.306
HET_1,2240,supp,2058.6,1815.2,471,0.096,0.979,0.313
HET_1,2241,supp,2070.6,1133.6,234,0.131,0.943,0.283
HET_1,2242,supp,2069.6,458.0,237,0.238,0.984,0.571
HET_1,2243,supp,2058.6,2081.0,93,0.470,0.902,0.581
HET_1,2244,supp,2064.3,1180.3,133,0.341,0.944,0.581
HET_1,2245,supp,2067.8,1596.1,165,0.221,0.819,0.493
HET_1,2246,supp,2070.6,1062.1,132,0.455,0.951,0.721
HET_1,2247,supp,2071.3,104.9,100,0.838,0.750,0.901
HET_1,2248,supp,2078.4,1257.1,107,0.315,0.972,0.578
HET_1,2249,supp,2077.3,1959.5,84,0.366,0.934,0.627
HET_1,2250,supp,2079.3,715.9,82,0.425,0.967,0.683
HET_1,2251,supp,2121.0,1438.2,556,0.084,0.992,0.353
HET_1,2252,supp,2093.1,2837.4,306,0.308,0.770,0.745
HET_1,2253,supp,2094.3,213.1,245,0.362,0.928,0.679
HET_1,2254,supp,2098.7,19.5,86,0.433,0.983,0.748
HET_1,2255,supp,2094.7,1070.9,80,0.443,0.961,0.672
HET_1,2256,supp,2106.3,437.3,133,0.234,0.981,0.304
HET_1,2257,supp,2115.1,2311.9,321,0.156,0.960,0.410
HET_1,2258,supp,2101.0,396.0,105,0.240,0.956,0.451
HET_1,2259,supp,2105.1,1664.9,164,0.371,0.904,0.633
HET_1,2260,supp,2104.1,1180.5,88,0.572,0.621,0.765
HET_1,2261,supp,2127.4,2280.1,749,0.103,0.945,0.332
HET_1,2262,supp,2113.9,839.2,128,0.177,0.857,0.332
HET_1,2263,supp,2141.6,2470.5,607,0.088,0.759,0.224
HET_1,2264,supp,2146.6,470.0,568,0.181,0.982,0.514
HET_1,2265,supp,2135.1,604.3,248,0.333,0.972,0.641
HET_1,2266,supp,2142.5,1786.9,134,0.238,0.996,0.677
HET_1,2267,supp,2147.2,1339.5,397,0.281,0.913,0.621
HET_1,2268,supp,2135.6,2398.8,109,0.379,0.870,0.577
HET_1,2269,supp,2155.3,1119.6,270,0.188,0.990,0.547
HET_1,2270,supp,2144.3,2747.4,307,0.358,0.641,0.675
HET_1,2271,supp,2147.1,2559.7,88,0.367,0.914,0.615
HET_1,2272,supp,2173.1,2371.3,448,0.109,0.843,0.245
HET_1,2273,supp,2162.1,815.4,192,0.264,0.949,0.530
HET_1,2274,supp,2187.8,2714.0,445,0.174,0.951,0.486
HET_1,2275,supp,2190.8,915.3,763,0.095,0.937,0.290
HET_1,2276,supp,2195.9,1247.3,390,0.308,0.972,0.721
HET_1,2277,supp,2180.1,2663.6,144,0.643,0.728,0.800
HET_1,2278,supp,2192.7,2617.1,434,0.191,0.704,0.444
HET_1,2279,supp,2179.2,381.7,83,0.539,0.935,0.769
HET_1,2280,supp,2201.7,622.0,518,0.183,0.738,0.375
HET_1,2281,supp,2193.5,1035.8,204,0.246,0.939,0.403
HET_1,2282,supp,2184.7,2568.0,121,0.347,0.969,0.637
HET_1,2283,supp,2208.0,523.0,280,0.237,0.688,0.509
HET_1,2284,supp,2209.2,1306.4,195,0.372,0.568,0.654
HET_1,2285,supp,2221.0,1840.6,487,0.227,0.804,0.538
HET_1,2286,supp,2221.0,2202.2,611,0.089,0.975,0.362
HET_1,2287,supp,2228.3,497.4,482,0.205,0.957,0.564
HET_1,2288,supp,2235.9,856.4,583,0.159,0.918,0.461
HET_1,2289,supp,2228.9,1255.9,839,0.068,0.948,0.269
HET_1,2290,supp,2241.8,1359.3,266,0.167,0.961,0.284
HET_1,2291,supp,2243.9,889.6,313,0.159,0.982,0.425
HET_1,2292,supp,2232.2,1961.3,285,0.356,0.904,0.633
HET_1,2293,supp,2243.2,31.6,378,0.355,0.823,0.756
HET_1,2294,supp,2245.4,757.4,373,0.211,0.779,0.534
HET_1,2295,supp,2285.4,2468.9,739,0.100,0.951,0.316
HET_1,2296,supp,2263.2,1115.3,310,0.165,0.975,0.514
HET_1,2297,supp,2249.1,2013.8,122,0.366,0.977,0.735
HET_1,2298,supp,2261.8,1219.2,306,0.353,0.931,0.644
HET_1,2299,supp,2264.3,2696.9,162,0.691,0.852,0.862
HET_1,2300,supp,2263.8,2643.5,90,0.528,0.962,0.811
HET_1,2301,supp,2267.5,1732.4,118,0.431,0.836,0.674
HET_1,2302,supp,2273.4,584.3,135,0.398,0.587,0.622
HET_1,2303,supp,2277.7,2418.0,104,0.385,0.880,0.588
HET_1,2304,supp,2283.2,2566.9,193,0.183,0.897,0.474
HET_1,2305,supp,2286.0,1222.4,461,0.115,0.973,0.325
HET_1,2306,supp,2286.7,36.8,95,0.387,0.978,0.725
HET_1,2307,supp,2280.2,50.1,96,0.544,0.959,0.842
HET_1,2308,supp,2281.0,1680.0,99,0.549,0.778,0.786
HET_1,2309,supp,2283.9,688.0,163,0.286,0.974,0.560
HET_1,2310,supp,2291.1,2493.5,109,0.366,0.814,0.747
HET_1,2311,supp,2317.1,1135.4,1020,0.069,0.757,0.339
HET_1,2312,supp,2304.7,378.8,120,0.470,0.785,0.670
HET_1,2313,supp,2307.3,2186.0,205,0.171,0.943,0.426
HET_1,2314,supp,2324.1,1265.1,293,0.273,0.742,0.510
HET_1,2315,supp,2338.9,1998.4,322,0.163,0.887,0.343
HET_1,2316,supp,2332.2,1748.5,315,0.223,0.821,0.488
HET_1,2317,supp,2340.6,387.3,380,0.331,0.773,0.641
HET_1,2318,supp,2345.5,2106.1,521,0.189,0.271,0.519
HET_1,2319,supp,2346.0,1822.4,236,0.232,0.989,0.586
HET_1,2320,supp,2345.7,1316.2,93,0.407,0.977,0.756
HET_1,2321,supp,2356.9,497.3,172,0.309,0.942,0.656
HET_1,2322,supp,2352.5,272.0,171,0.757,0.742,0.877
HET_1,2323,supp,2356.0,970.1,104,0.342,0.988,0.782
HET_1,2324,supp,2356.5,1578.2,135,0.310,0.780,0.547
HET_1,2325,supp,2356.5,2220.7,86,0.557,0.948,0.811
HET_1,2326,supp,2361.0,900.4,140,0.449,0.961,0.741
HET_1,2327,supp,2368.6,366.1,152,0.404,0.956,0.724
HET_1,2328,supp,2375.5,402.2,435,0.242,0.638,0.632
HET_1,2329,supp,2402.7,436.2,508,0.153,0.981,0.505
HET_1,2330,supp,2431.5,939.1,762,0.066,0.961,0.178
HET_1,2331,supp,2384.7,1756.1,139,0.318,0.921,0.515
HET_1,2332,supp,2388.9,2485.6,460,0.148,0.801,0.432
HET_1,2333,supp,2391.5,897.4,133,0.346,0.884,0.524
HET_1,2334,supp,2386.5,1161.5,157,0.455,0.956,0.762
HET_1,2335,supp,2407.5,1489.6,584,0.132,0.833,0.404
HET_1,2336,supp,2416.5,1340.8,518,0.168,0.913,0.456
HET_1,2337,supp,2411.1,2431.0,195,0.249,0.932,0.395
HET_1,2338,supp,2427.7,1866.6,856,0.070,0.898,0.254
HET_1,2339,supp,2425.7,1572.0,440,0.207,0.864,0.513
HET_1,2340,supp,2429.6,2460.3,267,0.183,0.845,0.492
HET_1,2341,supp,2426.8,2361.0,95,0.365,0.955,0.601
HET_1,2342,supp,2443.4,2381.1,99,0.272,0.642,0.500
HET_1,2343,supp,2454.0,1877.9,165,0.443,0.889,0.627
HET_1,2344,supp,2457.6,1260.3,134,0.400,0.814,0.620
HET_1,2345,supp,2469.7,2118.7,142,0.381,0.967,0.594
HET_1,2346,supp,2472.4,120.7,285,0.192,0.229,0.583
HET_1,2347,supp,2474.8,1072.2,287,0.323,0.736,0.651
HET_1,2348,supp,2467.9,2030.1,89,0.485,0.964,0.774
HET_1,2349,supp,2475.0,2234.9,105,0.336,0.791,0.500
HET_1,2350,supp,2474.0,396.9,85,0.683,0.878,0.895
HET_1,2351,supp,2473.0,324.2,96,0.581,0.607,0.756
HET_1,2352,supp,2481.9,2254.2,82,0.427,0.976,0.726
HET_1,2353,supp,2496.9,2342.3,94,0.376,0.979,0.696
HET_1,2354,supp,2499.5,1822.3,107,0.377,0.981,0.686
HET_1,2355,supp,2527.6,888.6,605,0.128,0.929,0.405
HET_1,2356,supp,2498.8,1741.3,144,0.533,0.939,0.791
HET_1,2357,supp,2495.6,970.2,56,0.557,0.614,0.434
HET_1,2358,supp,2501.5,778.5,76,0.517,0.973,0.844
HET_1,2359,supp,2515.0,1922.1,451,0.205,0.671,0.471
HET_1,2360,supp,2513.9,1490.8,198,0.350,0.852,0.619
HET_1,2361,supp,2521.9,161.7,254,0.288,0.968,0.632
HET_1,2362,supp,2539.2,432.8,205,0.324,0.971,0.477
HET_1,2363,supp,2530.7,1274.2,72,0.500,0.929,0.706
HET_1,2364,supp,2544.9,1001.1,916,0.141,0.922,0.504
HET_1,2365,supp,2525.5,1408.2,78,0.561,0.929,0.788
HET_1,2366,supp,2529.4,2203.0,89,0.902,0.763,0.918
HET_1,2367,supp,2582.3,1801.3,2895,0.050,0.808,0.401
HET_1,2368,supp,2555.0,1722.4,351,0.163,0.948,0.501
HET_1,2369,supp,2569.2,2239.5,907,0.105,0.664,0.517
HET_1,2370,supp,2559.5,1610.7,86,0.579,0.946,0.811
HET_1,2371,supp,2579.7,1082.0,98,0.219,0.986,0.454
HET_1,2372,supp,2574.9,353.5,177,0.497,0.864,0.776
HET_1,2373,supp,2583.4,1047.9,296,0.532,0.874,0.791
HET_1,2374,supp,2584.0,426.8,112,0.347,0.985,0.709
HET_1,2375,supp,2584.5,255.7,92,0.342,0.988,0.814
HET_1,2376,supp,2596.2,1305.6,366,0.164,0.834,0.328
HET_1,2377,supp,2602.9,1360.1,180,0.427,0.957,0.706
HET_1,2378,supp,2605.9,1216.9,245,0.462,0.860,0.698
HET_1,2379,supp,2610.1,466.1,119,0.473,0.772,0.607
HET_1,2380,supp,2618.0,648.9,317,0.405,0.919,0.689
HET_1,2381,supp,2621.3,1765.9,355,0.262,0.931,0.520
HET_1,2382,supp,2622.3,1040.0,819,0.176,0.851,0.696
HET_1,2383,supp,2635.6,1893.4,447,0.126,0.926,0.339
HET_1,2384,supp,2619.6,1945.1,144,0.427,0.916,0.682
HET_1,2385,supp,2629.6,1869.5,226,0.372,0.874,0.671
HET_1,2386,supp,2639.8,1011.1,300,0.173,0.979,0.417
HET_1,2387,supp,2628.6,682.9,318,0.433,0.648,0.770
HET_1,2388,supp,2637.2,434.8,143,0.413,0.956,0.777
HET_1,2389,supp,2634.2,666.5,67,0.444,0.886,0.536
HET_1,2390,supp,2642.6,1330.3,174,0.422,0.879,0.669
HET_1,2391,supp,2656.9,906.1,714,0.150,0.688,0.488
HET_1,2392,supp,2645.8,2230.8,86,0.534,0.894,0.662
HET_1,2393,supp,2658.8,1064.5,91,0.337,0.979,0.462
HET_1,2394,supp,2671.6,1270.0,510,0.192,0.534,0.543
HET_1,2395,supp,2679.2,1457.7,301,0.197,0.935,0.524
HET_1,2396,supp,2672.1,1713.8,259,0.181,0.857,0.423
HET_1,2397,supp,2671.1,430.6,111,0.487,0.961,0.799
HET_1,2398,supp,2688.5,1016.2,586,0.156,0.802,0.467
HET_1,2399,supp,2686.2,1910.9,314,0.199,0.819,0.415
HET_1,2400,supp,2686.8,2178.3,82,0.350,0.980,0.678
HET_1,2401,supp,2747.1,323.8,1455,0.073,0.978,0.418
HET_1,2402,supp,2750.1,1294.7,1108,0.080,0.950,0.290
HET_1,2403,supp,2694.2,1241.4,236,0.249,0.877,0.540
HET_1,2404,supp,2707.2,1945.7,259,0.379,0.906,0.662
HET_1,2405,supp,2709.3,2071.2,115,0.244,0.952,0.491
HET_1,2406,supp,2716.2,1171.6,395,0.193,0.612,0.467
HET_1,2407,supp,2718.2,2205.5,96,0.320,0.988,0.644
HET_1,2408,supp,2760.7,1880.5,543,0.137,0.831,0.370
HET_1,2409,supp,2785.8,1580.9,933,0.112,0.849,0.387
HET_1,2410,supp,2756.2,1372.9,76,0.543,0.972,0.704
HET_1,2411,supp,2760.2,1397.4,84,0.443,0.970,0.724
HET_1,2412,supp,2778.3,1485.6,860,0.126,0.929,0.403
HET_1,2413,supp,2766.4,1047.9,91,0.378,0.958,0.587
HET_1,2414,supp,2785.7,1041.2,460,0.112,0.771,0.301
HET_1,2415,supp,2797.9,860.5,670,0.132,0.901,0.368
HET_1,2416,supp,2793.9,440.9,157,0.203,0.778,0.513
HET_1,2417,supp,2797.2,1641.1,103,0.246,0.964,0.377
HET_1,2418,supp,2799.9,2169.1,102,0.365,0.937,0.618
HET_1,2419,supp,2840.9,956.5,1137,0.082,0.918,0.255
HET_1,2420,supp,2818.8,897.1,429,0.146,0.897,0.384
HET_1,2421,supp,2803.7,1521.0,97,0.255,0.912,0.391
HET_1,2422,supp,2807.8,2004.4,176,0.319,0.984,0.579
HET_1,2423,supp,2809.4,1888.1,76,0.475,0.965,0.661
HET_1,2424,supp,2835.5,682.8,506,0.146,0.637,0.383
HET_1,2425,supp,2819.5,487.2,85,0.635,0.894,0.810
HET_1,2426,supp,2830.9,1822.2,61,0.372,0.941,0.517
HET_1,2427,supp,2877.6,432.7,1603,0.049,0.948,0.297
HET_1,2428,supp,2835.8,1947.5,95,0.358,0.900,0.480
HET_1,2429,supp,2834.3,747.1,100,0.329,0.991,0.800
HET_1,2430,supp,2845.8,1155.7,354,0.215,0.911,0.504
HET_1,2431,supp,2864.4,418.6,418,0.150,0.975,0.409
HET_1,2432,supp,2849.9,1688.5,597,0.132,0.968,0.460
HET_1,2433,supp,2844.4,1891.4,68,0.428,0.869,0.269
HET_1,2434,supp,2881.8,1018.2,867,0.106,0.969,0.344
HET_1,2435,supp,2854.1,1880.2,195,0.612,0.831,0.802
HET_1,2436,supp,2889.0,721.1,351,0.124,0.976,0.311
HET_1,2437,supp,2891.4,1514.3,825,0.085,0.865,0.352
HET_1,2438,supp,2885.4,1314.1,135,0.230,0.896,0.519
HET_1,2439,supp,2891.7,883.9,242,0.247,0.704,0.479
HET_1,2440,supp,2892.3,1567.6,101,0.592,0.868,0.777
HET_1,2441,supp,2915.2,1222.8,818,0.193,0.904,0.585
HET_1,2442,supp,2917.5,1960.8,557,0.180,0.873,0.571
HET_1,2443,supp,2901.8,1845.1,97,0.471,0.957,0.724
HET_1,2444,supp,2921.7,1049.9,286,0.204,0.934,0.485
HET_1,2445,supp,2920.0,1670.8,173,0.414,0.884,0.655
HET_1,2446,supp,2937.9,1764.6,179,0.381,0.917,0.663
HET_1,2447,supp,2953.1,1185.0,285,0.464,0.852,0.785
HET_1,2448,supp,2978.4,779.4,571,0.109,0.944,0.337
HET_1,2449,supp,2966.1,641.3,80,0.529,0.888,0.696
